sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19
3045.05,2443.1,2170.0666,1364.5157,1.5447,100.0,96.77,0.123,1.4037,0.0013,0.0025,0.9659,204.2787,0.0,3.8667,403.6072,10.7958,0.9807,193.4829,12.4982
3073.73,2504.01,2218.8778,1188.263,1.2557,100.0,100.9444,0.1212,1.4008,-0.0014,0.0132,0.9645,198.983,0.0,11.6478,418.4758,10.7861,0.9726,188.197,12.4349
3103.85,2256.12,2194.5889,1614.2776,1.2686,100.0,97.7622,0.1247,1.4889,-0.0047,-0.0091,0.9458,198.6701,0.0,6.8179,423.9231,9.716,0.9684,188.9541,12.4049
3002.22,2462.06,2202.1222,1833.3772,1.8005,100.0,95.85,0.1242,1.5173,0.0069,0.0075,0.9442,203.4157,0.0,3.8103,404.6972,9.664,0.9699,193.7516,12.4349
2968.33,2476.58,2216.7333,1748.0885,1.1127,100.0,97.5822,0.1242,1.53,-0.0279,-0.004,0.9468,198.1219,0.0,6.0959,416.595,9.5431,0.9686,188.5788,12.4349
2961.04,2506.43,2170.0666,1364.5157,1.5447,100.0,96.77,0.123,1.3953,0.0084,0.0062,0.9461,204.6134,0.0,5.1756,406.329,10.7168,0.972,193.8966,12.5531
3072.03,2500.68,2205.7445,1363.1048,1.0518,100.0,101.8644,0.122,1.3896,0.0138,0.0,0.9656,199.5093,0.0,4.8205,414.1385,10.0666,0.9746,189.4428,12.6257
3021.83,2419.83,2205.7445,1363.1048,1.0518,100.0,101.8644,0.122,1.4108,-0.0046,-0.0024,0.9589,199.6262,0.0,13.3691,411.8383,10.6553,0.9736,188.9709,12.4349
3006.95,2435.34,2189.8111,1084.6502,1.1993,100.0,104.8856,0.1234,1.5094,-0.0046,0.0121,0.9674,202.6499,0.0,3.448,397.9388,9.4594,0.9607,193.1905,12.5094
3003.72,2537.66,2210.7778,2008.9216,1.1351,100.0,91.1078,0.124,1.394,-0.0073,0.0006,0.9786,202.2704,0.0,5.8907,408.5205,9.4707,0.9782,192.7997,12.512
2953.59,2504.86,2224.6778,1308.6479,1.3907,100.0,101.1333,0.1208,1.4517,0.0069,0.0094,0.9551,199.6867,0.0,6.2485,401.972,10.426,0.9757,189.2608,12.5094
3086.52,2360.04,2204.2333,2110.8288,1.6392,100.0,89.0356,0.1245,1.4798,0.0046,0.0181,0.9781,202.4787,0.0,6.6848,417.9575,9.4661,0.9728,193.0126,12.1298
3048.76,2545.68,2224.6778,1308.6479,1.3907,100.0,101.1333,0.1208,1.4563,0.0075,0.0031,0.9679,199.0494,0.0,9.8057,407.5889,10.4536,0.9809,188.5958,12.512
2984.06,2619.6,2225.0222,1730.848,1.5333,100.0,98.5978,0.1232,1.4696,0.0081,0.0063,0.9691,198.3282,0.0,8.6658,395.3408,9.7876,0.9718,188.5405,12.3996
2947.87,2460.05,2204.2333,2110.8288,1.6392,100.0,89.0356,0.1245,1.5209,0.0097,0.0106,0.9626,199.6975,0.0,9.7279,406.1426,10.332,0.9751,189.3656,12.4078
3008.28,2504.21,2202.2556,1914.0689,1.6013,100.0,94.6922,0.1242,1.4055,-0.0134,-0.0135,0.9691,198.8975,0.0,9.2803,400.4087,9.7648,0.9717,189.1327,12.6257
3084.81,2445.2,2224.6778,1308.6479,1.3907,100.0,101.1333,0.1208,1.4997,0.0027,0.0056,0.9591,199.8681,0.0,9.5711,400.4493,10.3944,0.9771,189.4737,12.4078
3034.5,2431.35,2220.0445,2253.2847,1.7112,100.0,88.0444,0.1222,1.4175,-0.0144,-0.0119,0.9661,197.9151,0.0,5.604,408.6007,10.7348,0.9737,187.1803,12.6184
3001.26,2519.92,2224.6778,1308.6479,1.3907,100.0,101.1333,0.1208,1.5172,-0.0135,0.007,0.9778,203.8365,0.0,9.2964,407.5345,9.9622,0.972,193.8743,12.5418
3017.39,2544.64,2246.5778,1963.8016,1.1665,100.0,96.7089,0.1209,1.4959,0.0137,0.005,0.978,202.3661,0.0,5.315,403.2533,9.9808,0.9784,192.3854,12.1298
3018.8,2440.93,2195.6667,1333.7299,1.0772,100.0,98.9844,0.1223,1.6063,-0.002,0.0066,0.9671,199.1285,0.0,4.7006,396.0121,10.3504,0.9807,188.7781,12.1298
2931.05,2528.74,2205.7,1072.8058,1.2856,100.0,100.8511,0.1216,1.5568,0.0107,0.007,0.9592,199.3942,0.0,6.2518,405.1907,9.7158,0.9747,189.6784,12.5094
3004.08,2514.67,2200.2333,1173.8377,1.3281,100.0,101.6111,0.1211,1.4914,-0.0023,0.0157,0.9481,202.8022,0.0,6.8529,412.5335,9.2397,0.9591,193.5625,12.5094
2893.07,2596.63,2214.2889,988.2071,1.2513,100.0,101.7044,0.1209,1.4612,-0.0052,-0.013,0.9498,202.9163,0.0,7.6165,416.7005,9.2191,0.9606,193.6971,12.5757
3215.87,2453.97,2212.8667,1066.9539,0.8161,100.0,101.6156,0.1203,1.3964,0.0065,-0.008,0.9534,201.8857,0.0,11.571,422.1625,9.9852,0.9741,191.9005,12.5094
3004.39,2468.56,2200.9556,1126.8678,0.786,100.0,100.37,0.1215,1.4106,-0.0181,-0.013,0.9526,202.6174,0.0,11.6855,420.3996,9.9475,0.9743,192.6699,12.5782
2929.93,2517.5,2218.8778,1188.263,1.2557,100.0,100.9444,0.1212,1.5189,-0.009,0.0096,0.9668,198.4036,0.0,12.631,419.2681,10.6762,0.9748,187.7274,12.6257
3089.1,2414.29,2200.9556,1126.8678,0.786,100.0,100.37,0.1215,1.4698,-0.0104,0.0075,0.9637,202.3901,0.0,11.3846,423.6585,9.9878,0.9793,192.4023,12.5237
2993.19,2577.23,2204.2333,2110.8288,1.6392,100.0,89.0356,0.1245,1.4788,0.0124,0.0147,0.9644,202.6098,0.0,7.0168,420.6732,9.4302,0.9572,193.1796,12.4049
3048.39,2489.15,2205.7445,1363.1048,1.0518,100.0,101.8644,0.122,1.4282,0.0154,0.012,0.9607,199.5371,0.0,6.4448,407.4825,9.6012,0.9712,189.9359,12.4349
2951.85,2525.0,2189.5777,1320.3197,1.3459,100.0,100.7744,0.1234,1.559,-0.0032,0.0135,0.966,202.8617,0.0,6.7606,423.0329,9.4419,0.9593,193.4198,12.4673
2889.67,2254.99,2199.6334,1242.842,1.4083,100.0,99.2178,0.1221,1.4302,0.0058,-0.006,0.9546,199.1312,0.0,8.8255,432.8914,10.1661,0.9748,188.9651,12.5094
2938.02,2499.68,2114.6667,1549.4874,1.3393,100.0,98.7844,0.1262,1.4446,-0.0109,0.0057,0.958,199.9184,0.0,4.8396,416.6789,9.5631,0.9741,190.3554,12.3996
2919.71,2420.32,2134.7445,1244.2899,1.1827,100.0,99.5133,0.1249,1.3331,-0.0126,0.0076,0.9582,199.9285,0.0,5.5212,412.0992,9.569,0.9748,190.3595,12.3996
3081.34,2453.78,2175.3445,1147.3421,1.1419,100.0,107.1422,0.1251,1.3997,0.0062,-0.0063,0.9767,202.4395,0.0,5.603,402.299,10.562,0.9793,191.8775,12.5288
3069.72,2372.79,2127.9555,1011.1924,1.0863,100.0,107.1522,0.1261,1.374,-0.0021,-0.0017,0.9771,199.6147,0.0,6.9824,417.4902,10.5937,0.9806,189.0209,12.5153
2982.62,2474.88,2114.6667,1549.4874,1.3393,100.0,98.7844,0.1262,1.3333,-0.0054,0.0045,0.95,198.9485,0.0,5.2269,422.8326,9.5612,0.971,189.3873,12.3996
2997.94,2471.97,2214.1667,1705.2046,0.9113,100.0,100.4633,0.1231,1.4964,-0.0099,0.0061,0.9712,199.4089,0.0,9.2806,402.4408,10.8515,0.9824,188.5574,12.4755
2904.21,2530.63,2188.6,2115.2244,1.3174,100.0,93.1656,0.1255,1.3179,-0.0089,-0.0084,0.97,198.9823,0.0,9.1677,418.7459,9.6333,0.9752,189.3489,12.5163
2949.75,2528.5,2246.5778,1963.8016,1.1665,100.0,96.7089,0.1209,1.507,0.009,-0.0038,0.9714,197.6212,0.0,6.8496,405.0576,9.4945,0.9743,188.1268,12.4969
2979.77,2493.03,2208.6556,1728.7576,1.5137,100.0,97.0367,0.124,1.4691,-0.0088,0.0002,0.971,198.1256,0.0,9.9154,414.3119,9.1253,0.9762,189.0004,12.3996
3006.33,2424.13,2189.3556,2363.6412,2.1415,100.0,83.4233,0.1246,1.4951,-0.0049,-0.0086,0.9655,198.6665,0.0,10.3519,421.5831,9.4524,0.9701,189.2141,12.5049
3043.78,2522.76,2192.0,2085.6871,1.1723,100.0,94.93,0.1238,1.4463,-0.0031,-0.005,0.9492,202.496,0.0,6.6615,416.6365,8.9137,0.9586,193.5823,12.5094
3019.38,2499.75,2200.9556,1126.8678,0.786,100.0,100.37,0.1215,1.4445,-0.0154,0.0125,0.9572,197.7157,0.0,9.1413,431.1371,9.1711,0.9764,188.5446,12.5782
3085.1,2500.13,2199.6334,1242.842,1.4083,100.0,99.2178,0.1221,1.4873,0.0121,0.0121,0.9278,202.9766,0.0,6.6826,395.9674,10.341,0.959,192.6356,12.5967
3212.46,2522.41,2200.2333,1173.8377,1.3281,100.0,101.6111,0.1211,1.465,0.0035,0.0053,0.977,196.4256,0.0,10.7101,413.7045,9.056,0.9803,187.3696,12.5376
2982.07,2447.06,2199.6334,1242.842,1.4083,100.0,99.2178,0.1221,1.4542,0.0142,-0.0064,0.9711,198.0467,0.0,7.4476,409.1458,9.4485,0.9742,188.5981,12.5094
3116.38,2404.13,2212.8667,1066.9539,0.8161,100.0,101.6156,0.1203,1.5084,-0.0118,-0.0023,0.9744,199.6094,0.0,10.9739,414.3028,9.6223,0.9769,189.9871,12.5106
3123.02,2488.96,2240.8666,2048.2566,1.162,100.0,86.3822,0.1233,1.554,-0.0049,0.0129,0.9771,198.1312,0.0,8.0044,420.9347,9.8314,0.9805,188.2999,12.5376
3078.6,2441.68,2213.5111,1183.4356,0.7531,100.0,103.0911,0.1199,1.525,-0.01,0.001,0.9614,201.5815,0.0,6.7895,402.2448,9.5789,0.9764,192.0026,12.5376
2921.73,2515.91,2189.3556,2363.6412,2.1415,100.0,83.4233,0.1246,1.5793,0.0021,0.0037,0.9643,199.2838,0.0,11.6085,409.2955,9.7225,0.9779,189.5613,12.5106
3060.41,2453.75,2196.0,1230.0293,0.7684,100.0,97.5578,0.1219,1.408,0.013,0.0044,0.9682,199.1476,0.0,8.4704,404.8013,9.5479,0.979,189.5996,12.4978
3030.23,2568.32,2196.0,1230.0293,0.7684,100.0,97.5578,0.1219,1.4411,0.0096,0.009,0.9674,202.6138,0.0,12.8362,422.6985,9.2977,0.9805,193.3162,12.5429
2998.89,2532.66,2189.3556,2363.6412,2.1415,100.0,83.4233,0.1246,1.4108,0.0095,-0.0026,0.9484,199.4045,0.0,6.5451,404.2949,9.8668,0.9702,189.5377,12.5757
3073.25,2440.08,2240.8666,2048.2566,1.162,100.0,86.3822,0.1233,1.596,0.0023,0.0084,0.9772,197.5759,0.0,11.0536,429.0809,9.3553,0.9788,188.2207,12.5106
3078.77,2533.04,2187.4111,1942.3069,1.1864,100.0,88.0911,0.1245,1.45,-0.0053,0.0005,0.9777,202.4201,0.0,9.5686,423.6297,9.9673,0.9805,192.4528,12.5429
3007.47,2571.18,2187.4111,1942.3069,1.1864,100.0,88.0911,0.1245,1.3746,0.0012,0.0107,0.9773,202.7188,0.0,8.2783,420.654,9.9886,0.9802,192.7302,12.5429
3019.98,2515.63,2196.0,1230.0293,0.7684,100.0,97.5578,0.1219,1.4919,-0.0001,-0.0018,0.9557,197.4227,0.0,8.0488,407.2285,10.1392,0.9759,187.2836,12.478
3056.28,2464.4,2211.7778,1177.4224,1.3377,100.0,98.9989,0.12,1.6411,-0.0068,-0.0033,0.9729,198.0368,0.0,7.9328,413.0068,9.2823,0.9753,188.7545,11.9482
,2532.45,2191.1333,2197.657,1.1569,100.0,89.7222,0.1251,1.5762,0.0028,-0.0066,0.9694,196.917,0.0,7.8445,403.4217,9.3874,0.9816,187.5296,12.5449
2993.79,2510.59,2211.7778,1177.4224,1.3377,100.0,98.9989,0.12,1.4335,0.0046,0.0042,0.9702,198.2117,0.0,7.6714,410.7288,9.461,0.975,188.7507,12.5757
3007.75,2535.14,2216.5,1111.5436,0.8373,100.0,99.9867,0.1205,1.4503,0.0149,0.001,0.958,197.9185,0.0,6.6145,400.3539,9.8632,0.9759,188.0553,12.5488
3083.14,2456.75,2216.5,1111.5436,0.8373,100.0,99.9867,0.1205,1.3434,0.003,0.0,0.9774,196.5484,0.0,8.3564,403.5218,9.6319,0.9806,186.9166,12.5106
3094.08,2664.52,2202.5556,1081.8043,1.2913,100.0,101.8922,0.1205,1.4334,0.0082,-0.0027,0.9503,202.7895,0.0,8.4286,404.3613,9.0113,0.9593,193.7781,12.391
3071.05,2642.15,2200.9889,1054.524,1.383,100.0,100.18,0.1201,1.4532,0.0049,-0.0048,0.9685,202.7533,0.0,7.9718,407.377,9.0486,0.973,193.7047,12.4996
3074.96,2448.82,2315.2667,2360.1325,1.1259,100.0,90.1144,0.116,1.4017,0.0003,0.0041,0.9689,198.5627,0.0,4.5881,418.3801,8.9012,0.9715,189.6615,12.5484
3001.95,2598.22,2213.2111,2070.7147,1.9705,100.0,87.7411,0.1232,1.5475,-0.0087,-0.0093,0.9653,202.7188,0.0,5.5861,401.5585,9.5651,0.9593,193.1537,12.551
3197.43,2405.62,2171.5,1028.444,0.7899,100.0,101.5122,0.1224,1.3481,-0.0025,0.015,0.9795,197.9955,0.0,7.6389,405.9059,8.9461,0.9818,189.0494,12.5376
3001.6,2500.26,2171.5,1028.444,0.7899,100.0,101.5122,0.1224,1.4521,-0.0124,-0.0099,0.969,198.5873,0.0,7.999,401.9265,9.8208,0.9754,188.7664,12.478
2956.77,2518.5,2187.4111,1942.3069,1.1864,100.0,88.0911,0.1245,1.4113,0.0108,0.0062,0.9664,199.4013,0.0,6.356,399.9257,10.2551,0.9799,189.1462,12.5106
3013.86,2527.2,2195.6667,1333.7299,1.0772,100.0,98.9844,0.1223,1.5241,-0.0025,-0.0096,0.9363,199.7952,0.0,7.2371,401.3557,10.2349,0.9648,189.5603,12.5967
2950.92,2439.59,2213.5111,1183.4356,0.7531,100.0,103.0911,0.1199,1.3882,0.0008,0.005,0.9497,202.6146,0.0,7.4576,409.5266,9.0831,0.9719,193.5315,12.5484
2948.09,2480.05,2200.9889,1054.524,1.383,100.0,100.18,0.1201,1.4463,0.0073,0.0046,0.9652,202.1117,0.0,9.9572,412.7251,9.4618,0.9794,192.65,12.5429
3058.08,2524.6,2192.3778,1110.5453,0.8147,100.0,99.2922,0.1226,1.4958,0.0004,0.0037,0.9704,197.7901,0.0,8.5915,409.9272,9.8208,0.9759,187.9692,12.559
3066.38,3299.9272805573432,2171.5,1028.444,0.7899,100.0,101.5122,0.1224,1.3623,-0.0076,0.0112,0.9716,198.2711,0.0,8.7205,414.0762,10.2023,0.9772,188.0688,12.478
3043.18,2545.53,2192.3778,1110.5453,0.8147,100.0,99.2922,0.1226,1.3824,-0.0001,-0.005,0.9509,203.6304,0.0,10.463,419.1244,8.9907,0.9603,194.6397,12.478
2978.57,2559.8,2180.5556,1165.1351,0.7892,100.0,101.4578,0.1226,1.3907,0.0017,-0.0045,0.9689,197.1311,0.0,8.8723,417.9476,9.6166,0.9801,187.5146,12.5429
2825.67,2286.09,2210.2778,2120.576,1.07,100.0,95.1089,0.123,1.3947,0.0075,-0.0146,0.9567,196.8942,0.0,9.1545,427.3193,9.6319,0.9736,187.2623,12.5488
2993.98,2456.25,2191.1333,2197.657,1.1569,100.0,89.7222,0.1251,1.5196,0.0183,-0.0008,0.9688,196.7611,0.0,6.9155,402.2797,9.8192,0.9798,186.942,12.5106
2948.57,2526.19,2216.5,1111.5436,0.8373,100.0,99.9867,0.1205,1.4684,0.0013,0.0044,0.9557,198.3955,0.0,7.0167,405.8735,9.0208,0.9719,189.3747,12.478
2966.39,2507.22,2171.5,1028.444,0.7899,100.0,101.5122,0.1224,1.3487,0.005,0.0006,0.9632,201.9133,0.0,9.3365,412.841,10.0515,0.9784,191.8618,12.5504
3086.05,2417.34,2216.5,1111.5436,0.8373,100.0,99.9867,0.1205,1.4678,0.0024,-0.0017,0.9672,197.1539,0.0,7.7735,407.5213,9.6184,0.9728,187.5355,12.478
2972.52,2454.8,2180.5556,1165.1351,0.7892,100.0,101.4578,0.1226,1.5424,0.0197,0.0034,0.9572,197.2811,0.0,9.2396,413.8255,9.8202,0.9761,187.4608,12.5488
2954.92,2412.76,2171.5,1028.444,0.7899,100.0,101.5122,0.1224,1.4418,-0.0002,0.0028,0.9621,201.3992,0.0,9.0371,416.5739,10.1146,0.9792,191.2846,12.5429
2986.28,2483.71,2200.9889,1054.524,1.383,100.0,100.18,0.1201,1.5794,-0.0034,-0.0127,0.9652,202.7922,0.0,6.1691,396.617,9.8037,0.9712,192.9885,12.5449
3111.64,2387.23,2206.5777,978.7832,1.3316,100.0,100.6189,0.1203,1.4706,0.0152,-0.0055,0.9701,195.4287,0.0,11.4383,420.3629,9.7386,0.9822,185.6901,12.539
3093.57,2492.27,2210.2778,2120.576,1.07,100.0,95.1089,0.123,1.3527,0.0198,0.0076,0.9636,202.0896,0.0,10.8264,417.3761,9.8406,0.969,192.249,12.5106
2980.66,2437.21,2200.9889,1054.524,1.383,100.0,100.18,0.1201,1.3713,0.0102,0.0058,0.9786,192.5209,0.0,7.9153,413.656,9.5592,0.9809,182.9617,12.5449
2977.29,2471.5,2214.7889,1687.4606,2.2073,100.0,97.3378,0.1226,1.5071,0.0045,-0.0011,0.956,203.714,0.0,4.8012,407.3098,9.0489,0.9637,194.6651,12.559
3184.83,2400.4,2189.9667,1046.6212,0.8662,100.0,102.3622,0.1208,1.4526,-0.0175,-0.0028,0.9698,196.1425,0.0,9.3415,410.2175,10.1233,0.9753,186.0193,12.551
2998.01,2479.77,2189.9667,1046.6212,0.8662,100.0,102.3622,0.1208,1.3952,-0.0198,0.0026,0.9668,203.0516,0.0,10.4533,412.0628,10.1078,0.9732,192.9439,12.551
2973.56,2536.68,2189.9667,1046.6212,0.8662,100.0,102.3622,0.1208,1.3885,-0.0096,-0.0038,0.9708,193.9771,0.0,9.4738,407.3688,10.1653,0.9758,183.8118,12.551
3221.21,2391.2,2189.9667,1046.6212,0.8662,100.0,102.3622,0.1208,1.4756,-0.0025,0.0025,0.967,203.1667,0.0,9.0615,405.7719,10.115,0.9731,193.0517,12.551
3000.38,2593.09,2191.1333,2197.657,1.1569,100.0,89.7222,0.1251,1.5947,0.0143,-0.0064,0.9707,193.561,0.0,8.7044,404.9775,9.4421,0.9728,184.1189,12.4692
2964.63,2494.75,,,,,,,1.4646,0.0021,0.0059,0.9759,201.8533,0.0,9.2058,404.0754,9.8593,0.9791,191.9941,12.1298
2990.58,2506.56,2194.3778,1265.1715,0.7588,100.0,100.1833,0.1204,1.5865,-0.0199,0.0021,0.955,198.7128,0.0,8.3273,398.6959,10.2256,0.975,188.4873,12.5682
3007.0,2572.62,2213.2111,2070.7147,1.9705,100.0,87.7411,0.1232,1.4446,-0.005,-0.0007,0.9692,202.6985,0.0,10.7994,409.8516,10.0038,0.9745,192.6947,12.5757
2982.1,2572.78,,,,,,,1.4406,-0.0265,-0.0033,0.9635,201.5211,0.0,7.7663,414.7184,9.4479,0.9565,192.0732,12.4676
3091.76,2391.56,2315.2667,2360.1325,1.1259,100.0,90.1144,0.116,1.6107,0.025,0.0125,0.9702,197.0522,0.0,6.6389,403.4815,9.8942,0.9806,187.1579,12.4992
3013.66,2526.44,2185.2111,1141.6306,0.8447,100.0,100.5978,0.1217,1.5337,0.009,0.0058,0.9685,196.6199,0.0,8.6805,408.5064,9.5013,0.9744,187.1186,12.4692
2982.87,2477.01,2315.2667,2360.1325,1.1259,100.0,90.1144,0.116,1.4695,0.0071,0.0215,0.9782,198.1811,0.0,6.8175,405.6568,8.9468,0.981,189.2342,12.4978
3084.82,2387.42,2171.5,1028.444,0.7899,100.0,101.5122,0.1224,1.3603,-0.0031,0.0086,0.9575,197.5712,0.0,9.9421,409.1935,10.0975,0.977,187.4738,12.478
2955.87,2541.89,,,,,,,1.4493,-0.0194,-0.0018,0.9673,202.8336,0.0,8.6085,414.2447,9.4609,0.9608,193.3727,12.6184
2914.86,2465.11,2210.2778,2120.576,1.07,100.0,95.1089,0.123,1.5817,0.0118,0.0,0.9686,196.5141,0.0,10.6901,417.2738,9.8875,0.9798,186.6265,12.5376
3037.62,2431.93,2194.9556,2341.7833,2.3917,100.0,86.81,0.1231,1.4483,-0.0103,0.0151,0.954,197.9808,0.0,7.988,417.9604,9.196,0.9725,188.7847,12.3351
3097.63,2461.58,2194.9556,2341.7833,2.3917,100.0,86.81,0.1231,1.5347,-0.0254,0.0247,0.9578,198.269,0.0,8.0211,417.3277,9.9552,0.9739,188.3138,12.5488
3084.23,2433.67,2194.9556,2341.7833,2.3917,100.0,86.81,0.1231,1.3059,0.0013,-0.0045,0.9662,202.7612,0.0,8.8695,419.9316,9.7939,0.9727,192.9673,12.5488
2919.84,2484.9,2213.2111,2070.7147,1.9705,100.0,87.7411,0.1232,1.4455,-0.0218,-0.0068,0.9688,194.2009,0.0,10.0361,415.7785,9.76,0.9814,184.4409,12.5504
3154.13,2368.12,2189.9667,1046.6212,0.8662,100.0,102.3622,0.1208,1.4478,-0.0017,0.0072,0.9709,195.5359,0.0,11.7306,413.9296,10.0281,0.9765,185.5078,12.551
3054.81,2430.6,2060.66,1410.3599,3.8894,100.0,96.6256,0.1181,1.3813,0.0025,0.0028,0.9586,197.9105,0.0,6.4051,391.8645,10.188,0.9763,187.7224,12.5049
2913.4,2496.01,2227.2444,1129.8739,1.2803,100.0,102.7956,0.1188,1.6316,-0.0195,-0.0008,0.9594,198.6364,0.0,10.2172,405.3073,9.6284,0.9744,189.008,12.5488
3150.13,2531.81,2211.4334,2130.9862,1.1351,100.0,86.7956,0.1237,1.6383,-0.0154,0.0052,0.9621,198.602,0.0,7.3984,405.0001,10.0507,0.9771,188.5513,12.391
3059.09,2555.69,2060.66,1410.3599,3.8894,100.0,96.6256,0.1181,1.5569,0.0095,0.0007,0.9707,197.4261,0.0,6.3965,402.1375,10.0085,0.9821,187.4176,12.4978
3076.81,2521.25,2195.5,1027.5153,1.3548,100.0,105.8378,0.1203,1.5979,-0.0108,-0.0104,0.9548,197.9677,0.0,8.7861,424.223,9.1976,0.9721,188.7701,12.5331
3015.77,2440.94,2194.3778,1265.1715,0.7588,100.0,100.1833,0.1204,1.4802,-0.0038,0.013,0.9701,202.6978,0.0,6.5385,395.8045,9.7657,0.9636,192.9322,12.3578
2958.22,2467.5,2227.2444,1129.8739,1.2803,100.0,102.7956,0.1188,1.6157,-0.0112,0.0135,0.9604,198.824,0.0,7.0273,406.8979,9.9024,0.9754,188.9216,12.5331
2945.9,2539.58,2227.2444,1129.8739,1.2803,100.0,102.7956,0.1188,1.5401,0.0036,-0.0036,0.9771,193.8465,0.0,7.9669,419.7281,9.0907,0.9802,184.7558,12.4996
3087.24,2470.28,2060.66,1410.3599,3.8894,100.0,96.6256,0.1181,1.3824,-0.007,0.001,0.9533,198.0719,0.0,5.5385,391.131,10.1866,0.974,187.8853,12.5049
2964.71,2495.7,2202.3556,1020.9264,0.8676,100.0,102.7833,0.12,1.4226,-0.013,0.0063,0.9688,202.9268,0.0,7.6657,409.497,9.7454,0.9751,193.1813,12.3351
2964.0,2475.5,2227.2444,1129.8739,1.2803,100.0,102.7956,0.1188,1.491,-0.0159,0.0087,0.9718,198.7341,0.0,7.6855,400.5449,9.9095,0.9812,188.8245,12.539
2980.29,2508.52,2060.66,1410.3599,3.8894,100.0,96.6256,0.1181,1.6057,0.0023,0.007,0.9695,200.0485,0.0,6.9335,403.5455,9.6994,0.9733,190.3491,12.5484
3048.93,2451.82,2197.3222,1586.9476,2.0983,100.0,97.6267,0.1249,1.5119,-0.0087,0.0051,0.9588,198.8367,0.0,8.7363,402.7519,9.9406,0.974,188.8961,12.5682
3055.29,2705.0,,,,,,,1.4326,0.0138,-0.0096,0.969,202.0315,0.0,6.2035,401.1878,9.7937,0.961,192.2378,12.4049
3001.53,2540.07,2060.66,1410.3599,3.8894,100.0,96.6256,0.1181,1.5317,-0.0036,-0.0045,0.9756,202.6478,0.0,6.5925,397.3771,9.6492,0.9708,192.9986,12.4978
3077.04,2469.1,2060.66,1410.3599,3.8894,100.0,96.6256,0.1181,1.541,0.0211,-0.0038,0.9709,198.243,0.0,8.3811,420.8628,9.7339,0.9655,188.5091,12.5094
3062.47,2442.49,2168.7333,999.5929,1.3739,100.0,104.8544,0.1217,1.5498,0.0168,0.0055,0.9707,198.3204,0.0,6.9771,398.4584,9.8637,0.9768,188.4567,12.5331
3071.15,2501.0,2228.7222,2941.8341,1.7383,100.0,94.6056,0.1248,1.5431,-0.0093,0.0105,0.9557,198.7599,0.0,7.6825,414.7182,10.0034,0.9731,188.7565,12.3351
3075.67,2516.47,2213.9111,1973.969,1.2541,100.0,96.9456,0.1238,1.5651,-0.0131,-0.0085,0.9574,198.0528,0.0,10.1733,410.23,9.3127,0.9755,188.7402,12.3578
2971.86,2528.73,2204.5,1768.1986,1.3398,100.0,91.8511,0.1257,1.457,-0.0068,-0.007,0.9612,198.5362,0.0,6.742,404.4262,9.1953,0.9759,189.3409,12.5682
2892.86,2538.74,2197.3222,1586.9476,2.0983,100.0,97.6267,0.1249,1.562,0.0069,-0.0021,0.9541,200.9097,0.0,8.9836,414.9654,10.0565,0.9741,190.8532,12.5682
2996.69,2461.17,2211.4334,2130.9862,1.1351,100.0,86.7956,0.1237,1.4056,0.0013,-0.002,0.9788,202.4076,0.0,9.4042,413.8739,9.3965,0.9734,193.0111,12.5504
2999.04,2438.56,2184.7222,1009.0221,1.3187,100.0,101.9178,0.1219,1.4684,-0.0116,-0.0053,0.9661,201.7261,0.0,9.9037,404.6782,9.3723,0.959,192.3538,12.5049
3037.98,2370.44,2168.7333,999.5929,1.3739,100.0,104.8544,0.1217,1.4938,0.0078,0.001,0.9503,200.1397,0.0,6.4924,396.4098,10.0814,0.9722,190.0582,11.9482
3024.67,2620.96,2206.1444,1876.9899,2.0607,100.0,95.9511,0.1246,1.5648,0.0153,-0.0165,0.9767,201.3019,0.0,11.3511,412.1426,9.024,0.9798,192.278,12.4996
3034.43,2586.86,2197.3222,1586.9476,2.0983,100.0,97.6267,0.1249,1.5842,-0.0143,0.0049,0.9561,202.5048,0.0,10.391,412.7687,9.311,0.9733,193.1938,12.5331
3044.39,2526.85,2211.4334,2130.9862,1.1351,100.0,86.7956,0.1237,1.3656,-0.0251,0.0018,0.9685,198.6158,0.0,11.2013,419.332,9.0542,0.9735,189.5616,12.5049
3040.48,2512.03,2206.1444,1876.9899,2.0607,100.0,95.9511,0.1246,1.6242,0.0327,-0.0061,0.9699,196.1811,0.0,8.2135,396.3313,10.0053,0.9819,186.1758,12.4996
3082.05,2447.43,2210.2778,2120.576,1.07,100.0,95.1089,0.123,1.5367,0.0285,0.0111,0.9465,202.0811,0.0,5.7163,398.6099,9.7574,0.9583,192.3238,12.4692
3101.48,2577.44,2168.7333,999.5929,1.3739,100.0,104.8544,0.1217,1.6045,-0.0086,-0.0037,0.9561,198.6182,0.0,9.2542,399.3783,9.9713,0.9724,188.6469,12.3351
2947.91,2456.68,2195.5,1027.5153,1.3548,100.0,105.8378,0.1203,1.4765,0.0103,-0.0049,0.9731,198.5925,0.0,8.6061,415.4245,9.7107,0.9781,188.8817,12.551
2928.24,2524.91,2227.2444,1129.8739,1.2803,100.0,102.7956,0.1188,1.6373,-0.0139,0.0062,0.9701,198.7602,0.0,6.5954,400.8162,10.4883,0.9818,188.2719,12.539
